,long,lat,address,neighborhood
602,-93.6477508,42.0514954,"2841 Aspen Rd, Ames, IA 50010, USA",Somerst
603,-93.6479528,42.0516179,"2847 Aspen Rd, Ames, IA 50010, USA",Somerst
604,-93.6479129,42.0511533,"2840 Aspen Rd, Ames, IA 50010, USA",Somerst
605,-93.6472416,42.0508649,"2822 Aspen Rd, Ames, IA 50010, USA",Somerst
606,-93.6470291,42.0507831,"2816 Aspen Rd, Ames, IA 50010, USA",Somerst
607,-93.6467903,42.0506808,"2810 Aspen Rd, Ames, IA 50010, USA",Somerst
608,-93.64706029999999,42.0501917,"2711 Cambridge Dr, Ames, IA 50010, USA",Somerst
609,-93.6473151,42.0502443,"2719 Cambridge Dr, Ames, IA 50010, USA",Somerst
610,-93.6479116,42.0504195,"2731 Cambridge Dr, Ames, IA 50010, USA",Somerst
611,-93.6485645,42.0511552,"2826 Cambridge Dr, Ames, IA 50010, USA",Somerst
612,-93.6483239,42.0500958,"2806 York Dr, Ames, IA 50010, USA",Somerst
613,-93.64422569999999,42.052369,"2617 Kingston Dr, Ames, IA 50010, USA",Somerst
614,-93.64361199999999,42.0524077,"2603 Kingston Dr, Ames, IA 50010, USA",Somerst
615,-93.6432754,42.0523991,"2525 Kingston Dr, Ames, IA 50010, USA",Somerst
616,-93.64274089999999,42.0524353,"2513 Kingston Dr, Ames, IA 50010, USA",Somerst
617,-93.6424241,42.0524453,"2505 Kingston Dr, Ames, IA 50010, USA",Somerst
618,-93.6411967,42.0524069,"2419 Kingston Dr, Ames, IA 50010, USA",Somerst
619,-93.6409196,42.0523771,"2413 Kingston Dr, Ames, IA 50010, USA",Somerst
620,-93.6441663,42.052004,"2616 Kingston Dr, Ames, IA 50010, USA",Somerst
621,-93.6436516,42.0520203,"2604 Kingston Dr, Ames, IA 50010, USA",Somerst
622,-93.64305759999999,42.05203909999999,"2518 Kingston Dr, Ames, IA 50010, USA",Somerst
623,-93.64274089999999,42.0520491,"2512 Kingston Dr, Ames, IA 50010, USA",Somerst
624,-93.6423252,42.0515023,"2505 Clayton Dr, Ames, IA 50010, USA",Somerst
625,-93.6428993,42.0515035,"2517 Clayton Dr, Ames, IA 50010, USA",Somerst
626,-93.6433546,42.0514698,"2527 Clayton Dr, Ames, IA 50010, USA",Somerst
627,-93.6438297,42.0515319,"2609 Clayton Dr, Ames, IA 50010, USA",Somerst
628,-93.6440871,42.0515045,"2615 Clayton Dr, Ames, IA 50010, USA",Somerst
629,-93.64455509999999,42.05150039999999,"2625 Clayton Dr, Ames, IA 50010, USA",Somerst
630,-93.64184999999999,42.052058,"2428 Kingston Dr, Ames, IA 50010, USA",Somerst
631,-93.64153329999999,42.052068,"2422 Kingston Dr, Ames, IA 50010, USA",Somerst
632,-93.6411967,42.0520208,"2416 Kingston Dr, Ames, IA 50010, USA",Somerst
633,-93.6408206,42.0520134,"2410 Kingston Dr, Ames, IA 50010, USA",Somerst
634,-93.6398471,42.0511863,"2307 Clayton Dr, Ames, IA 50010, USA",Somerst
635,-93.6415531,42.0514689,"2421 Clayton Dr, Ames, IA 50010, USA",Somerst
636,-93.6430517,42.0511089,"2520 Clayton Dr, Ames, IA 50010, USA",Somerst
637,-93.64349519999999,42.05115079999999,"2602 Clayton Dr, Ames, IA 50010, USA",Somerst
638,-93.6437505,42.0511483,"2606 Clayton Dr, Ames, IA 50010, USA",Somerst
639,-93.6439881,42.0511408,"2612 Clayton Dr, Ames, IA 50010, USA",Somerst
640,-93.6411176,42.0509806,"2404 Clayton Dr, Ames, IA 50010, USA",Somerst
641,-93.6404445,42.05080880000001,"2318 Clayton Dr, Ames, IA 50010, USA",Somerst
642,-93.6401673,42.050779,"2312 Clayton Dr, Ames, IA 50010, USA",Somerst
643,-93.69159119999999,42.0375906,"5406 Kansas Dr, Ames, IA 50014, USA",SawyerW
644,-93.6920054,42.0376487,"5416 Kansas Dr, Ames, IA 50014, USA",SawyerW
645,-93.69225759999999,42.0376871,"5422 Kansas Dr, Ames, IA 50014, USA",SawyerW
646,-93.6924954,42.0377181,"5426 Kansas Dr, Ames, IA 50014, USA",SawyerW
647,-93.6926936,42.0377117,"5500 Kansas Dr, Ames, IA 50014, USA",SawyerW
648,-93.6931692,42.0377737,"5510 Kansas Dr, Ames, IA 50014, USA",SawyerW
649,-93.692872,42.0364507,"5505 Maryland St, Ames, IA 50014, USA",SawyerW
650,-93.6917424,42.0359268,"5404 Maryland St, Ames, IA 50014, USA",SawyerW
651,-93.692,42.0359379,"5412 Maryland St, Ames, IA 50014, USA",SawyerW
652,-93.6931692,42.03603560000001,"5512 Maryland St, Ames, IA 50014, USA",SawyerW
653,-93.69265399999999,42.0354341,"5429 Tennessee St, Ames, IA 50014, USA",SawyerW
654,-93.6931309,42.0353831,"5513 Tennessee St, Ames, IA 50014, USA",SawyerW
655,-93.69265399999999,42.0350092,"5426 Tennessee St, Ames, IA 50014, USA",SawyerW
656,-93.69225759999999,42.0380734,"5425 Kansas Dr, Ames, IA 50014, USA",SawyerW
657,-93.69202059999999,42.0380432,"5419 Kansas Dr, Ames, IA 50014, USA",SawyerW
658,-93.69154429999999,42.0379804,"5409 Kansas Dr, Ames, IA 50014, USA",SawyerW
659,-93.6911083,42.0379557,"5325 Kansas Dr, Ames, IA 50014, USA",SawyerW
660,-93.6908705,42.0379247,"5321 Kansas Dr, Ames, IA 50014, USA",SawyerW
661,-93.6906724,42.0378925,"5317 Kansas Dr, Ames, IA 50014, USA",SawyerW
662,-93.69043459999999,42.0378615,"5311 Kansas Dr, Ames, IA 50014, USA",SawyerW
663,-93.69007789999999,42.0379888,"5305 Kansas Dr, Ames, IA 50014, USA",SawyerW
664,-93.6898698,42.0379858,"5225 Kansas Dr, Ames, IA 50014, USA",SawyerW
665,-93.6910532,42.03644269999999,"1410 California Ave, Ames, IA 50014, USA",SawyerW
666,-93.6910687,42.0367982,"1422 California Ave, Ames, IA 50014, USA",SawyerW
667,-93.6910534,42.037174,"1508 California Ave, Ames, IA 50014, USA",SawyerW
668,-93.6909696,42.0373615,"1514 California Ave, Ames, IA 50014, USA",SawyerW
669,-93.6909696,42.037516,"1520 California Ave, Ames, IA 50014, USA",SawyerW
670,-93.69041469999999,42.0374565,"5308 Kansas Dr, Ames, IA 50014, USA",SawyerW
671,-93.6897013,42.0369934,"5217 Nevada Cir, Ames, IA 50014, USA",SawyerW
672,-93.69023639999999,42.0370953,"5229 Nevada Cir, Ames, IA 50014, USA",SawyerW
673,-93.6906724,42.0362316,"5307 Maryland St, Ames, IA 50014, USA",SawyerW
674,-93.68991940000001,42.0361398,"5221 Maryland St, Ames, IA 50014, USA",SawyerW
675,-93.6911083,42.0358313,"1340 California Ave, Ames, IA 50014, USA",SawyerW
676,-93.69041969999999,42.0357697,"5300 Maryland St, Ames, IA 50014, USA",SawyerW
677,-93.6899481,42.035743,"5220 Maryland St, Ames, IA 50014, USA",SawyerW
678,-93.6896864,42.0356969,"5214 Maryland St, Ames, IA 50014, USA",SawyerW
679,-93.6905931,42.03492079999999,"5234 Texas Cir, Ames, IA 50014, USA",SawyerW
680,-93.68970139999999,42.0352391,"1311 Nebraska Ave, Ames, IA 50014, USA",SawyerW
681,-93.6885587,42.0371821,"1516 Nebraska Ave, Ames, IA 50014, USA",SawyerW
682,-93.6886116,42.0364522,"1418 Nebraska Ave, Ames, IA 50014, USA",SawyerW
683,-93.68853229999999,42.0363002,"1412 Nebraska Ave, Ames, IA 50014, USA",SawyerW
684,-93.68888899999999,42.0352458,"1320 Nebraska Ave, Ames, IA 50014, USA",SawyerW
685,-93.6880369,42.0346744,"1303 Kentucky Ave, Ames, IA 50014, USA",SawyerW
686,-93.6880171,42.0348875,"1309 Kentucky Ave, Ames, IA 50014, USA",SawyerW
687,-93.68805669999999,42.0358133,"1415 Kentucky Ave, Ames, IA 50014, USA",SawyerW
688,-93.6880171,42.0363553,"1505 Kentucky Ave, Ames, IA 50014, USA",SawyerW
689,-93.68805669999999,42.0373583,"1531 Kentucky Ave, Ames, IA 50014, USA",SawyerW
690,-93.68675520000001,42.0367263,"1515 Indiana Ave, Ames, IA 50014, USA",SawyerW
691,-93.6867394,42.0365631,"1511 Indiana Ave, Ames, IA 50014, USA",SawyerW
692,-93.6867468,42.0355212,"1405 Indiana Ave, Ames, IA 50014, USA",SawyerW
693,-93.6867511,42.0348741,"1307 Indiana Ave, Ames, IA 50014, USA",SawyerW
694,-93.6875019,42.0367967,"1512 Kentucky Ave, Ames, IA 50014, USA",SawyerW
695,-93.6859762,42.0348177,"1302 Indiana Ave, Ames, IA 50014, USA",SawyerW
696,-93.6861151,42.0348332,"1308 Indiana Ave, Ames, IA 50014, USA",SawyerW
697,-93.63191309999999,42.0307812,"Ames, IA, USA",SawyerW
698,-93.68595979999999,42.0356192,"1408 Indiana Ave, Ames, IA 50014, USA",SawyerW
699,-93.6859611,42.0357385,"1412 Indiana Ave, Ames, IA 50014, USA",SawyerW
700,-93.6861277,42.03599,"1420 Indiana Ave, Ames, IA 50014, USA",SawyerW
701,-93.68599139999999,42.0365172,"1510 Indiana Ave, Ames, IA 50014, USA",SawyerW
702,-93.68599599999999,42.03730849999999,"1528 Indiana Ave, Ames, IA 50014, USA",SawyerW
703,-93.6866697,42.0376346,"5007 Kansas Dr, Ames, IA 50014, USA",SawyerW
704,-93.68792479999999,42.0377406,"5103 Kansas Dr, Ames, IA 50014, USA",SawyerW
705,-93.68484760000001,42.0347705,"1304 Illinois Ave, Ames, IA 50014, USA",SawyerW
706,-93.6848358,42.0353316,"1322 Illinois Ave, Ames, IA 50014, USA",SawyerW
707,-93.6848072,42.03649679999999,"1510 Illinois Ave, Ames, IA 50014, USA",SawyerW
708,-93.6854809,42.0362435,"1501 Illinois Ave, Ames, IA 50014, USA",SawyerW
709,-93.68372219999999,42.0355174,"1404 Idaho Ave, Ames, IA 50014, USA",SawyerW
710,-93.6790922,42.0365527,"1515 N Dakota Ave, Ames, IA 50014, USA",SawyerW
711,-93.6791173,42.0362027,"1505 N Dakota Ave, Ames, IA 50014, USA",SawyerW
712,-93.63191309999999,42.0307812,"Ames, IA, USA",SawyerW
713,-93.68231109999999,42.035599,"4712 Toronto St, Ames, IA 50014, USA",SawyerW
714,-93.68057069999999,42.0353266,"4603 Hutchison St, Ames, IA 50014, USA",SawyerW
715,-93.6749487,42.0362298,"4127 Toronto St, Ames, IA 50014, USA",Sawyer
716,-93.67513489999999,42.0362719,"4133 Toronto St, Ames, IA 50014, USA",Sawyer
717,-93.67593699999999,42.036397,"4203 Toronto St #4205, Ames, IA 50014, USA",Sawyer
718,-93.677239,42.0365458,"4301 Toronto St, Ames, IA 50014, USA",Sawyer
719,-93.6774966,42.0365569,"4307 Toronto St, Ames, IA 50014, USA",Sawyer
720,-93.6762485,42.035805,"1337 Arizona Ave, Ames, IA 50014, USA",Sawyer
721,-93.67631279999999,42.0355999,"1333 Arizona Ave, Ames, IA 50014, USA",Sawyer
722,-93.6761485,42.0352605,"1323 Arizona Ave, Ames, IA 50014, USA",Sawyer
723,-93.6768232,42.0349673,"1306 Woodstock Ave, Ames, IA 50014, USA",Sawyer
724,-93.63191309999999,42.0307812,"Ames, IA, USA",Sawyer
725,-93.6768428,42.03605630000001,"1330 Woodstock Ave, Ames, IA 50014, USA",Sawyer
726,-93.67573349999999,42.0359373,"4142 Toronto St, Ames, IA 50014, USA",Sawyer
727,-93.6742917,42.0357797,"4112 Toronto St, Ames, IA 50014, USA",Sawyer
728,-93.6740629,42.0357588,"4106 Toronto St, Ames, IA 50014, USA",Sawyer
729,-93.67401439999999,42.035211,"1319 Alberta Ave, Ames, IA 50014, USA",Sawyer
730,-93.675001,42.034757,"4127 Ontario St, Ames, IA 50014, USA",Sawyer
731,-93.675258,42.034755,"4133 Ontario St, Ames, IA 50014, USA",Sawyer
732,-93.67568610000001,42.0356147,"1332 Arizona Ave, Ames, IA 50014, USA",Sawyer
733,-93.6693784,42.0347038,"1304 Garfield Ave, Ames, IA 50014, USA",Sawyer
734,-93.6691958,42.0354098,"1324 Garfield Ave, Ames, IA 50014, USA",Sawyer
735,-93.6693014,42.0356329,"1328 Garfield Ave, Ames, IA 50014, USA",Sawyer
736,-93.66974549999999,42.0357016,"3805 Toronto St, Ames, IA 50014, USA",Sawyer
737,-93.6709601,42.0358208,"3905 Toronto St, Ames, IA 50014, USA",Sawyer
738,-93.67114629999999,42.0358131,"3909 Toronto St, Ames, IA 50014, USA",Sawyer
739,-93.6714051,42.0358514,"3913 Toronto St, Ames, IA 50014, USA",Sawyer
740,-93.63191309999999,42.0307812,"Ames, IA, USA",Sawyer
741,-93.6726432,42.0355725,"4004 Toronto St, Ames, IA 50014, USA",Sawyer
742,-93.6726432,42.0353407,"1327 Alabama Ln, Ames, IA 50014, USA",Sawyer
743,-93.6723263,42.03473280000001,"1305 Alabama Ln, Ames, IA 50014, USA",Sawyer
744,-93.6733167,42.0347398,"1304 Alberta Ave, Ames, IA 50014, USA",Sawyer
745,-93.67330129999999,42.0349308,"1308 Alberta Ave, Ames, IA 50014, USA",Sawyer
746,-93.6711378,42.0350411,"3900 Windsor Ct, Ames, IA 50014, USA",Sawyer
747,-93.670666,42.0351329,"3828 Windsor Ct, Ames, IA 50014, USA",Sawyer
748,-93.66987569999999,42.0352703,"3804 Toronto St, Ames, IA 50014, USA",Sawyer
749,-93.66990249999999,42.0350787,"1313 Garfield Ave, Ames, IA 50014, USA",Sawyer
750,-93.66990969999999,42.0349258,"1309 Garfield Ave, Ames, IA 50014, USA",Sawyer
751,-93.67046429999999,42.0347149,"3815 Ontario St, Ames, IA 50014, USA",Sawyer
752,-93.6709245,42.0347416,"3825 Ontario St, Ames, IA 50014, USA",Sawyer
753,-93.6714325,42.0347145,"3905 Ontario St, Ames, IA 50014, USA",Sawyer
754,-93.67173199999999,42.0349449,"1310 Alabama Ln, Ames, IA 50014, USA",Sawyer
755,-93.6720093,42.0352837,"1322 Alabama Ln, Ames, IA 50014, USA",Sawyer
756,-93.6606999,42.0374016,"1601 Amherst Dr, Ames, IA 50014, USA",Veenker
757,-93.66180899999999,42.0378298,"3321 Kingman Rd, Ames, IA 50014, USA",Veenker
758,-93.6621259,42.0373562,"3326 Kingman Rd, Ames, IA 50014, USA",Veenker
759,-93.66180899999999,42.03728900000001,"3320 Kingman Rd, Ames, IA 50014, USA",Veenker
760,-93.65952390000001,42.0373182,"1616 Amherst Dr, Ames, IA 50014, USA",Veenker
761,-93.66032369999999,42.0346903,"1306 Scott Cir, Ames, IA 50014, USA",Sawyer
762,-93.6604821,42.0351875,"1324 Scott Cir, Ames, IA 50014, USA",Sawyer
763,-93.66172979999999,42.0351284,"1318 Wisconsin Cir, Ames, IA 50014, USA",Sawyer
764,-93.6532344,42.0456147,"2503 Ridgetop Rd, Ames, IA 50014, USA",NoRidge
765,-93.653967,42.0475031,"3118 Maplewood Rd, Ames, IA 50014, USA",NoRidge
766,-93.65489769999999,42.0480721,"3133 Maplewood Rd, Ames, IA 50014, USA",NoRidge
767,-93.65454129999999,42.048431,"3130 Greenwood Rd, Ames, IA 50014, USA",NoRidge
768,-93.65380859999999,42.048435,"3118 Greenwood Rd, Ames, IA 50014, USA",NoRidge
769,-93.6508187,42.04851060000001,"2713 Northridge Cir, Ames, IA 50014, USA",NoRidge
770,-93.6500861,42.0480897,"2700 Northridge Cir, Ames, IA 50014, USA",NoRidge
771,-93.6517691,42.0475149,"2920 Northridge Pkwy, Ames, IA 50014, USA",NoRidge
772,-93.6519869,42.045635,"2406 Ridgetop Cir, Ames, IA 50014, USA",NoRidge
773,-93.6514127,42.0461746,"2424 Ridgetop Cir, Ames, IA 50014, USA",NoRidge
774,-93.6514325,42.046425,"2430 Ridgetop Cir, Ames, IA 50014, USA",NoRidge
775,-93.6501653,42.0473148,"2614 Southridge Cir, Ames, IA 50014, USA",NoRidge
776,-93.6487089,42.04714790000001,"2838 Buckingham Ct, Ames, IA 50010, USA",Somerst
777,-93.64825549999999,42.0476879,"2825 Buckingham Ct, Ames, IA 50010, USA",Somerst
778,-93.6476362,42.0477902,"2819 Bristol Dr, Ames, IA 50010, USA",Somerst
779,-93.64751439999999,42.0475835,"2815 Bristol Dr, Ames, IA 50010, USA",Somerst
780,-93.6474879,42.0475004,"2813 Bristol Dr, Ames, IA 50010, USA",Somerst
781,-93.64729129999999,42.0474755,"2809 Bristol Dr, Ames, IA 50010, USA",Somerst
782,-93.647158,42.0474052,"2807 Bristol Dr, Ames, IA 50010, USA",Somerst
783,-93.6472434,42.0479278,"2816 Northridge Ln, Ames, IA 50010, USA",Somerst
784,-93.6470485,42.0477078,"2810 Northridge Ln, Ames, IA 50010, USA",Somerst
785,-93.6468744,42.0476561,"2808 Northridge Ln, Ames, IA 50010, USA",Somerst
786,-93.6464731,42.0476129,"2734 Northridge Ln, Ames, IA 50010, USA",Somerst
787,-93.6462626,42.0475891,"2732 Northridge Ln, Ames, IA 50010, USA",Somerst
788,-93.64586539999999,42.047901,"2720 Northridge Ln, Ames, IA 50010, USA",Somerst
789,-93.6456177,42.0485262,"2706 Northridge Pkwy, Ames, IA 50010, USA",Somerst
790,-93.64522339999999,42.0482664,"2631 Stange Rd, Ames, IA 50010, USA",Somerst
791,-93.63191309999999,42.0307812,"Ames, IA, USA",Somerst
792,-93.64522269999999,42.0479569,"2623 Stange Rd, Ames, IA 50010, USA",Somerst
793,-93.64522269999999,42.04787959999999,"2621 Stange Rd, Ames, IA 50010, USA",Somerst
794,-93.64517149999999,42.0474829,"2611 Stange Rd, Ames, IA 50010, USA",Somerst
795,-93.6452012,42.0474337,"2609 Stange Rd, Ames, IA 50010, USA",Somerst
796,-93.6452111,42.0473658,"2607 Stange Rd, Ames, IA 50010, USA",Somerst
797,-93.6470227,42.04734080000001,"2805 Bristol Dr, Ames, IA 50010, USA",Somerst
798,-93.64703709999999,42.0472368,"2803 Bristol Dr, Ames, IA 50010, USA",Somerst
799,-93.6466507,42.0471776,"2723 Bristol Dr, Ames, IA 50010, USA",Somerst
800,-93.64641329999999,42.0471465,"2717 Bristol Dr, Ames, IA 50010, USA",Somerst
801,-93.6458589,42.0471641,"2707 Bristol Dr, Ames, IA 50010, USA",Somerst
802,-93.6458281,42.0471972,"2705 Bristol Dr, Ames, IA 50010, USA",Somerst
803,-93.6457796,42.0471666,"2703 Bristol Dr, Ames, IA 50010, USA",Somerst
804,-93.6469504,42.04672799999999,"2509 Bradford Dr, Ames, IA 50010, USA",Somerst
805,-93.6470006,42.04662769999999,"2507 Bradford Dr, Ames, IA 50010, USA",Somerst
806,-93.64707659999999,42.0465327,"2505 Bradford Dr, Ames, IA 50010, USA",Somerst
807,-93.6472534,42.0462684,"2417 Bradford Dr, Ames, IA 50010, USA",Somerst
808,-93.647312,42.0461872,"2415 Bradford Dr, Ames, IA 50010, USA",Somerst
809,-93.6461368,42.04688590000001,"2710 Bristol Dr, Ames, IA 50010, USA",Somerst
810,-93.64605759999999,42.0468498,"2708 Bristol Dr, Ames, IA 50010, USA",Somerst
811,-93.64658969999999,42.04619599999999,"2723 Hampton St, Ames, IA 50010, USA",Somerst
812,-93.6464498,42.0461829,"2721 Hampton St, Ames, IA 50010, USA",Somerst
813,-93.6462914,42.0461879,"2717 Hampton St, Ames, IA 50010, USA",Somerst
814,-93.6460199,42.0461974,"2713 Hampton St, Ames, IA 50010, USA",Somerst
815,-93.6459407,42.0461999,"2711 Hampton St, Ames, IA 50010, USA",Somerst
816,-93.6458615,42.0462024,"2709 Hampton St, Ames, IA 50010, USA",Somerst
817,-93.6457823,42.0462048,"2707 Hampton St, Ames, IA 50010, USA",Somerst
818,-93.6452226,42.0468766,"2512 Eaton Ave, Ames, IA 50010, USA",Somerst
819,-93.64536939999999,42.0468182,"2510 Eaton Ave, Ames, IA 50010, USA",Somerst
820,-93.6452226,42.0467608,"2508 Eaton Ave, Ames, IA 50010, USA",Somerst
821,-93.6451901,42.0465712,"2504 Eaton Ave, Ames, IA 50010, USA",Somerst
822,-93.6453678,42.0462816,"2416 Eaton Ave, Ames, IA 50010, USA",Somerst
823,-93.64524779999999,42.04605189999999,"2412 Eaton Ave, Ames, IA 50010, USA",Somerst
824,-93.6452016,42.0459855,"2410 Eaton Ave, Ames, IA 50010, USA",Somerst
825,-93.6436912,42.0468442,"2517 Sherwood Ave, Ames, IA 50010, USA",Somerst
826,-93.6429785,42.0469508,"2512 Bristol Dr, Ames, IA 50010, USA",Somerst
827,-93.6428598,42.0469546,"2510 Bristol Dr, Ames, IA 50010, USA",Somerst
828,-93.642741,42.0469583,"2508 Bristol Dr, Ames, IA 50010, USA",Somerst
829,-93.64265089999999,42.0470114,"2506 Bristol Dr, Ames, IA 50010, USA",Somerst
830,-93.6425033,42.0470045,"2502 Bristol Dr, Ames, IA 50010, USA",Somerst
831,-93.64320269999999,42.0464681,"2506 Sherwood Ave, Ames, IA 50010, USA",Somerst
832,-93.64263129999999,42.04648,"2509 Camden Dr, Ames, IA 50010, USA",Somerst
833,-93.6416708,42.0465737,"2425 Camden Dr, Ames, IA 50010, USA",Somerst
834,-93.64060289999999,42.0462854,"2317 Camden Dr, Ames, IA 50010, USA",Somerst
835,-93.6403323,42.0462625,"2311 Camden Dr, Ames, IA 50010, USA",Somerst
836,-93.6440281,42.0462873,"2620 Camden Dr, Ames, IA 50010, USA",Somerst
837,-93.643684,42.046271,"2614 Camden Dr, Ames, IA 50010, USA",Somerst
838,-93.64784329999999,42.0448224,"2845 Greensboro Cir, Ames, IA 50010, USA",Veenker
839,-93.6490399,42.0451333,"2869 Greensboro Cir, Ames, IA 50010, USA",Veenker
840,-93.64929459999999,42.0448399,"2877 Greensboro Cir, Ames, IA 50010, USA",Veenker
841,-93.6490043,42.0444851,"2878 Greensboro Cir, Ames, IA 50010, USA",Veenker
842,-93.6481797,42.0443984,"2860 Greensboro Cir, Ames, IA 50010, USA",Veenker
843,-93.6460403,42.0445876,"2816 Pinehurst Cir, Ames, IA 50010, USA",Veenker
844,-93.64579119999999,42.0445106,"2810 Pinehurst Cir, Ames, IA 50010, USA",Veenker
845,-93.6454729,42.0445091,"2804 Pinehurst Cir, Ames, IA 50010, USA",Veenker
846,-93.647532,42.0438645,"2824 Greensboro Dr, Ames, IA 50010, USA",Veenker
847,-93.6469182,42.0435557,"2816 Greensboro Dr, Ames, IA 50010, USA",Veenker
848,-93.6458887,42.0428159,"2802 Torrey Pines Cir, Ames, IA 50010, USA",Veenker
849,-93.6490771,42.0420775,"2008 Pinehurst Dr, Ames, IA 50010, USA",Greens
850,-93.64895609999999,42.042212,"2016 Pinehurst Dr, Ames, IA 50010, USA",Greens
851,-93.6489411,42.042308,"2020 Pinehurst Dr, Ames, IA 50010, USA",Greens
852,-93.6491357,42.0425584,"2024 Pinehurst Dr, Ames, IA 50010, USA",Greens
853,-93.6490936,42.0427457,"2032 Pinehurst Dr, Ames, IA 50010, USA",Greens
854,-93.6487011,42.0434825,"2056 Pinehurst Dr, Ames, IA 50010, USA",Greens
855,-93.6485318,42.0433256,"2866 Torrey Pines Rd, Ames, IA 50010, USA",Greens
856,-93.64819519999999,42.0430285,"2854 Torrey Pines Rd, Ames, IA 50010, USA",Greens
857,-93.6466573,42.04201,"2818 Torrey Pines Rd, Ames, IA 50010, USA",Veenker
858,-93.64533440000001,42.0425245,"2106 Torrey Pines Rd, Ames, IA 50010, USA",Veenker
859,-93.6453542,42.0431997,"2124 Torrey Pines Rd, Ames, IA 50010, USA",Veenker
860,-93.6587196,42.036383,"3128 Kingman Rd, Ames, IA 50014, USA",Veenker
861,-93.6578928,42.0368738,"3110 Kingman Rd, Ames, IA 50014, USA",Veenker
862,-93.6571353,42.037515,"1712 Amherst Dr, Ames, IA 50014, USA",Veenker
863,-93.6581453,42.0378884,"1701 Amherst Dr, Ames, IA 50014, USA",Veenker
864,-93.6574679,42.0349595,"2905 Ontario St #2907, Ames, IA 50014, USA",Sawyer
865,-93.65893160000002,42.03466950000001,"1306 Iowa Cir, Ames, IA 50014, USA",Sawyer
866,-93.65913549999999,42.0350758,"1314 Iowa Cir, Ames, IA 50014, USA",Sawyer
867,-93.6396919,42.0487197,"2651 Somerset Dr, Ames, IA 50010, USA",Somerst
868,-93.6392369,42.04851060000001,"2634 Somerset Dr, Ames, IA 50010, USA",Somerst
869,-93.63925669999999,42.0487224,"2650 Somerset Dr, Ames, IA 50010, USA",Somerst
870,-93.63573319999999,42.0477139,"2603 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
871,-93.635179,42.0469976,"2537 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
872,-93.63191309999999,42.0307812,"Ames, IA, USA",NWAmes
873,-93.63403100000001,42.0486559,"2645 Cleveland Dr, Ames, IA 50010, USA",NWAmes
874,-93.6347435,42.0482086,"2617 Cleveland Dr, Ames, IA 50010, USA",NWAmes
875,-93.63458519999999,42.04775009999999,"2612 Cleveland Dr, Ames, IA 50010, USA",NWAmes
876,-93.6335146,42.0483078,"2638 Cleveland Dr, Ames, IA 50010, USA",NWAmes
877,-93.6334768,42.0485575,"2644 Cleveland Dr, Ames, IA 50010, USA",NWAmes
878,-93.63345699999999,42.0490795,"2753 Cleveland Dr, Ames, IA 50010, USA",NWAmes
879,-93.6337539,42.04955289999999,"2749 Cleveland Dr, Ames, IA 50010, USA",NWAmes
880,-93.6343873,42.0493398,"2741 Cleveland Dr, Ames, IA 50010, USA",NWAmes
881,-93.6349836,42.0491383,"2729 Cleveland Dr, Ames, IA 50010, USA",NWAmes
882,-93.63581239999999,42.04879270000001,"2708 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
883,-93.6360697,42.0491515,"2718 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
884,-93.6329027,42.0489426,"1636 Johnson St, Ames, IA 50010, USA",NWAmes
885,-93.6328434,42.0486934,"1630 Johnson St, Ames, IA 50010, USA",NWAmes
886,-93.6317141,42.0478742,"2703 Pierce Ave, Ames, IA 50010, USA",NWAmes
887,-93.63209119999999,42.0479834,"1607 Pierce Cir, Ames, IA 50010, USA",NWAmes
888,-93.6326059,42.0468858,"2531 Pierce Ave, Ames, IA 50010, USA",NWAmes
889,-93.63306109999999,42.04662039999999,"2513 Pierce Ave, Ames, IA 50010, USA",NWAmes
890,-93.6325062,42.04626469999999,"2522 Pierce Ave, Ames, IA 50010, USA",NWAmes
891,-93.63209119999999,42.0461682,"1704 Pierce Ct, Ames, IA 50010, USA",NWAmes
892,-93.63140650000001,42.0462184,"1700 Pierce Ct, Ames, IA 50010, USA",NWAmes
893,-93.63050779999999,42.0481878,"2705 Hoover Ave, Ames, IA 50010, USA",NWAmes
894,-93.6325267,42.0458069,"1703 24th St, Ames, IA 50010, USA",NWAmes
895,-93.6383659,42.04359470000001,"2149 Prairie View E, Ames, IA 50010, USA",NWAmes
896,-93.6378117,42.0429943,"2137 Prairie View E, Ames, IA 50010, USA",NWAmes
897,-93.63751479999999,42.0425209,"2029 Prairie View E, Ames, IA 50010, USA",NWAmes
898,-93.6378117,42.04253080000001,"2025 Prairie View E, Ames, IA 50010, USA",NWAmes
899,-93.6364656,42.0427279,"2102 Prairie View E, Ames, IA 50010, USA",NWAmes
900,-93.6366042,42.0432449,"2110 Prairie View E, Ames, IA 50010, USA",NWAmes
901,-93.63743559999999,42.0434504,"2130 Prairie View E, Ames, IA 50010, USA",NWAmes
902,-93.63773250000001,42.0437693,"2204 Prairie View E, Ames, IA 50010, USA",NWAmes
903,-93.6342685,42.0453271,"1818 24th St, Ames, IA 50010, USA",NWAmes
904,-93.63323919999999,42.044085,"2219 Hayes Ave, Ames, IA 50010, USA",NWAmes
905,-93.632938,42.0437016,"2207 Hayes Ave, Ames, IA 50010, USA",NWAmes
