,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
427,1934,185000,60,RL,85.0,11900,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,6,1977,1977,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,157.0,3,3,PConc,4,3,1,5,400.0,1,0.0,722.0,1122.0,GasA,4,Y,SBrkr,946,988,0,1.0,0.0,2,1,3,1,3,6,7,1,3,Attchd,1977.0,Unf,2.0,567.0,3,3,P,0,176,0,0,200,0,0,0,N_A,0,7,2009,WD ,Normal
428,832,12789,30,RM,68.0,9656,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,2,1923,1970,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,2,BrkTil,2,2,1,1,0.0,1,0.0,678.0,678.0,GasA,2,N,SBrkr,832,0,0,0.0,0.0,1,0,2,1,3,5,7,1,4,Detchd,1928.0,Unf,2.0,780.0,2,2,N,0,0,0,0,0,0,0,0,N_A,0,6,2010,WD ,Abnorml
429,1196,128000,50,RM,50.0,6000,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,2,264.0,1,0.0,308.0,572.0,GasA,4,Y,FuseA,848,348,0,0.0,1.0,1,1,3,1,3,6,7,2,4,Detchd,1973.0,Unf,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,0,N_A,0,3,2010,WD ,Normal
430,960,90000,20,RL,64.0,6410,Pave,N_A,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1958,Hip,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,960.0,960.0,GasA,4,Y,SBrkr,960,0,0,0.0,0.0,1,0,3,1,3,5,7,0,0,N_A,0.0,N_A,0.0,0.0,0,0,Y,0,0,0,0,0,0,0,3,N_A,0,5,2010,WD ,Normal
431,1334,167900,20,RL,80.0,9650,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,3,3,CBlock,4,3,1,5,686.0,1,0.0,664.0,1350.0,GasA,2,Y,SBrkr,1334,0,0,0.0,1.0,2,0,2,1,3,6,7,1,3,Attchd,1977.0,RFn,2.0,630.0,3,3,Y,0,16,0,0,0,0,0,0,N_A,0,4,2009,WD ,Normal
432,848,143000,120,RM,68.51605288007555,4426,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,3,6,662.0,1,0.0,186.0,848.0,GasA,4,Y,SBrkr,848,0,0,1.0,0.0,1,0,1,1,4,3,7,0,0,Attchd,2004.0,RFn,2.0,420.0,3,3,Y,160,0,0,0,0,0,0,0,N_A,0,5,2010,WD ,Normal
433,1992,250000,60,FV,75.0,9375,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,4,3,PConc,5,3,1,1,0.0,1,0.0,1053.0,1053.0,GasA,4,Y,SBrkr,1053,939,0,0.0,0.0,2,1,3,1,4,9,7,1,4,Attchd,2003.0,RFn,2.0,648.0,3,3,Y,140,45,0,0,0,0,0,0,N_A,0,8,2008,WD ,Normal
434,1828,150909,70,RM,50.0,9060,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1923,1999,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,BrkTil,4,3,1,5,548.0,1,0.0,311.0,859.0,GasA,4,Y,SBrkr,942,886,0,0.0,0.0,2,0,3,1,4,6,7,0,0,Detchd,0.0,N_A,0.0,0.0,0,0,Y,174,0,212,0,0,0,0,3,N_A,0,3,2007,WD ,Alloca
435,1245,178000,120,FV,37.0,3435,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1211.0,1235.0,GasA,4,Y,SBrkr,1245,0,0,0.0,0.0,2,0,1,1,4,5,7,0,0,Attchd,2004.0,RFn,2.0,495.0,3,3,Y,0,100,0,0,0,0,0,0,N_A,0,6,2008,WD ,Normal
436,2385,350000,60,RL,110.0,14277,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,4,3,PConc,5,3,2,6,938.0,1,0.0,379.0,1317.0,GasA,4,Y,SBrkr,1217,1168,0,1.0,0.0,2,1,3,1,4,7,7,1,4,Attchd,2003.0,Fin,3.0,818.0,3,3,Y,192,228,0,0,0,0,0,0,N_A,0,1,2007,WD ,Normal
437,1285,143500,20,RL,71.0,8197,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,660.0,660.0,GasA,4,Y,SBrkr,1285,0,0,0.0,0.0,1,1,3,1,3,7,7,1,3,Attchd,1977.0,RFn,2.0,528.0,3,3,Y,138,0,0,0,0,0,0,3,N_A,0,4,2007,WD ,Normal
438,1442,180500,20,RL,99.0,11851,Pave,N_A,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1424.0,1424.0,GasA,4,Y,SBrkr,1442,0,0,0.0,0.0,2,0,3,1,3,5,7,0,0,Attchd,1990.0,RFn,2.0,500.0,3,3,Y,0,34,0,508,0,0,0,0,N_A,0,5,2009,WD ,Normal
439,1792,255000,60,FV,72.0,8640,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,350.0,1,0.0,546.0,896.0,GasA,4,Y,SBrkr,896,896,0,0.0,0.0,2,1,3,1,4,8,7,0,0,Attchd,2007.0,Fin,2.0,590.0,3,3,Y,184,96,0,0,0,0,0,0,N_A,0,11,2007,New,Partial
440,1068,154500,20,RL,70.0,8414,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,6,663.0,1,0.0,396.0,1059.0,GasA,2,Y,SBrkr,1068,0,0,0.0,1.0,1,0,3,1,3,6,7,0,0,Attchd,1963.0,RFn,1.0,264.0,3,3,Y,192,0,0,0,0,0,0,3,N_A,0,2,2006,WD ,Normal
441,1409,245000,20,RL,44.0,12864,Pave,N_A,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,1392.0,1,0.0,17.0,1409.0,GasA,4,Y,SBrkr,1409,0,0,1.0,0.0,1,1,1,1,4,4,7,1,4,Attchd,2002.0,RFn,2.0,576.0,3,3,Y,0,144,0,0,145,0,0,0,N_A,0,7,2007,WD ,Normal
442,1313,153000,20,RL,85.0,9350,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1995,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,217.0,3,3,CBlock,3,3,1,5,310.0,4,512.0,491.0,1313.0,GasA,2,Y,SBrkr,1313,0,0,1.0,0.0,1,1,3,1,4,6,7,1,3,Attchd,1961.0,RFn,2.0,610.0,3,3,Y,172,28,0,0,121,0,0,3,N_A,0,2,2009,WD ,Normal
443,1852,230000,60,RL,73.0,9066,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,4,3,PConc,4,3,2,6,668.0,1,0.0,336.0,1004.0,GasA,4,Y,SBrkr,1004,848,0,0.0,0.0,2,1,3,1,4,7,7,2,3,Attchd,1999.0,Fin,3.0,660.0,3,3,Y,224,106,0,0,0,0,0,4,N_A,0,12,2008,WD ,Normal
444,1372,212700,20,FV,72.0,8640,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1339.0,1363.0,GasA,4,Y,SBrkr,1372,0,0,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2008.0,RFn,2.0,588.0,3,3,Y,192,113,0,0,0,0,0,0,N_A,0,7,2008,New,Partial
445,2078,339750,60,FV,85.0,10800,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,4,3,PConc,5,3,1,6,789.0,1,0.0,245.0,1034.0,GasA,4,Y,SBrkr,1050,1028,0,1.0,0.0,2,1,3,1,5,8,7,1,4,Attchd,2008.0,Fin,3.0,836.0,3,3,Y,0,102,0,0,0,0,0,0,N_A,0,4,2008,New,Partial
446,1416,112000,30,RL,68.51605288007555,25339,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1918,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0.0,816.0,816.0,GasA,4,Y,SBrkr,1416,0,0,0.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2007.0,Unf,2.0,576.0,3,3,N,0,0,112,0,0,0,0,0,N_A,0,8,2007,WD ,Normal
447,1314,207500,120,RL,34.0,5063,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,4,3,PConc,4,3,1,6,904.0,1,0.0,410.0,1314.0,GasA,4,Y,SBrkr,1314,0,0,1.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2008.0,RFn,2.0,626.0,3,3,Y,172,62,0,0,0,0,0,0,N_A,0,4,2009,ConLw,Normal
448,1455,195000,120,RL,68.51605288007555,3940,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,143.0,4,3,PConc,4,3,4,6,1073.0,1,0.0,342.0,1415.0,GasA,4,Y,SBrkr,1455,0,0,1.0,0.0,2,0,2,1,4,6,7,1,3,Attchd,2003.0,Fin,3.0,644.0,3,3,Y,156,20,0,0,144,0,0,0,N_A,0,8,2008,WD ,Normal
449,864,120500,20,RL,60.0,9000,Pave,N_A,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,3,3,1,5,616.0,1,0.0,248.0,864.0,GasA,2,Y,SBrkr,864,0,0,0.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1974.0,Unf,2.0,528.0,3,3,Y,0,0,0,0,0,0,0,2,N_A,0,5,2007,WD ,Normal
450,1099,144000,20,RL,75.0,9525,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1099.0,1099.0,GasA,4,Y,SBrkr,1099,0,0,0.0,0.0,1,1,3,1,4,6,7,0,0,Attchd,1999.0,Unf,1.0,352.0,3,3,Y,278,0,0,0,0,0,0,0,N_A,0,6,2008,WD ,Normal
451,1143,176400,120,FV,34.0,3628,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1143.0,1143.0,GasA,4,Y,SBrkr,1143,0,0,0.0,0.0,1,1,1,1,4,5,7,1,4,Attchd,2004.0,RFn,2.0,588.0,3,3,Y,0,191,0,0,0,0,0,0,N_A,0,5,2006,WD ,Normal
452,1411,130000,20,RL,70.0,12198,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,3,3,780.0,1,0.0,424.0,1204.0,GasA,2,Y,SBrkr,1411,0,0,0.0,0.0,1,0,3,1,3,7,7,1,3,Attchd,1955.0,RFn,1.0,310.0,3,3,Y,278,82,0,0,0,0,0,0,N_A,0,6,2007,COD,Normal
453,882,97000,20,RM,70.0,12702,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,FuseA,882,0,0,0.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1956.0,Unf,1.0,308.0,3,3,Y,0,45,0,0,0,0,0,0,N_A,0,12,2008,WD ,Normal
454,864,76500,20,RL,60.0,7038,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,726.0,1,0.0,138.0,864.0,GasA,2,Y,SBrkr,864,0,0,1.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,2001.0,Unf,2.0,576.0,3,3,Y,210,0,0,0,0,0,0,4,N_A,0,9,2009,WD ,Abnorml
455,1966,419005,20,RL,98.0,12291,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,10,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,754.0,5,3,PConc,5,3,3,6,1572.0,1,0.0,394.0,1966.0,GasA,4,Y,SBrkr,1966,0,0,1.0,0.0,2,0,1,1,5,6,7,1,4,Attchd,2007.0,Fin,3.0,1092.0,3,3,Y,76,52,0,0,0,0,0,0,N_A,0,10,2007,New,Partial
456,987,83000,160,RM,21.0,1953,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,408.0,3,3,CBlock,3,2,1,4,309.0,1,0.0,174.0,483.0,GasA,2,Y,SBrkr,483,504,0,0.0,0.0,1,1,2,1,3,5,7,0,0,Detchd,1973.0,Unf,1.0,264.0,3,3,Y,72,0,0,0,0,0,0,0,N_A,0,6,2006,WD ,Normal
457,912,142000,20,RL,65.0,6768,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,2,6,832.0,1,0.0,80.0,912.0,GasA,3,Y,SBrkr,912,0,0,1.0,1.0,1,0,3,1,4,5,7,0,0,Detchd,1962.0,Unf,1.0,288.0,3,3,Y,168,0,0,0,0,0,0,4,N_A,0,5,2008,WD ,Normal
458,1343,154900,50,RL,54.0,7681,Pave,N_A,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,731.0,731.0,GasA,4,Y,SBrkr,820,523,0,0.0,0.0,1,1,3,1,3,7,7,1,4,Detchd,1921.0,Unf,1.0,186.0,2,3,Y,192,0,102,0,0,0,0,0,N_A,0,7,2009,WD ,Normal
459,1728,145000,90,RL,72.0,11072,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1728.0,1728.0,GasA,2,Y,SBrkr,1728,0,0,0.0,0.0,2,0,6,2,3,10,7,0,0,Detchd,1987.0,Unf,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,0,N_A,0,11,2008,WD ,Normal
460,1045,123900,160,RM,24.0,1782,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,3,1,6,330.0,1,0.0,186.0,516.0,GasA,3,Y,SBrkr,529,516,0,0.0,0.0,1,0,2,1,3,5,7,1,3,Detchd,1980.0,Unf,2.0,462.0,3,3,Y,180,0,0,0,0,0,0,3,N_A,0,12,2007,WD ,Normal
461,2088,250000,60,RL,74.0,8899,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,5,3,PConc,4,3,3,6,40.0,1,0.0,908.0,948.0,GasA,4,Y,SBrkr,948,1140,0,0.0,0.0,2,1,4,1,4,10,7,1,4,BuiltIn,2007.0,Fin,3.0,656.0,3,3,Y,100,24,0,0,0,0,0,0,N_A,0,6,2008,WD ,Normal
462,1050,143000,20,RL,68.51605288007555,8510,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1971,1971,Gable,CompShg,Plywood,Plywood,BrkFace,178.0,3,3,CBlock,4,3,1,5,500.0,1,0.0,543.0,1043.0,GasA,4,Y,SBrkr,1050,0,0,1.0,0.0,1,1,3,1,3,6,7,0,0,Attchd,1971.0,Unf,1.0,336.0,3,3,Y,0,0,0,0,0,0,0,0,N_A,0,7,2009,WD ,Normal
463,1633,183000,60,RL,73.0,11184,Pave,N_A,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,932.0,932.0,GasA,3,Y,SBrkr,932,701,0,0.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,1998.0,Fin,2.0,460.0,3,3,Y,0,39,0,0,0,0,0,0,N_A,0,4,2008,WD ,Family
464,2075,255000,60,RL,78.0,10530,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1993,1993,Gable,CompShg,MetalSd,MetalSd,BrkFace,194.0,4,3,PConc,4,3,1,6,819.0,1,0.0,329.0,1148.0,GasA,4,Y,SBrkr,1091,984,0,1.0,0.0,2,1,3,1,4,8,7,1,4,Attchd,1993.0,Unf,2.0,473.0,3,3,Y,235,86,0,0,0,0,0,0,N_A,0,8,2007,WD ,Normal
465,960,131750,20,RL,64.0,6400,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,2000,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,3,3,77.0,5,831.0,52.0,960.0,GasA,4,Y,SBrkr,960,0,0,1.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1959.0,Unf,1.0,392.0,3,3,Y,144,0,35,0,0,0,0,0,N_A,0,12,2007,WD ,Normal
466,999,132500,20,RL,68.51605288007555,7758,Pave,N_A,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,3,3,1,5,588.0,1,0.0,411.0,999.0,GasA,3,Y,SBrkr,999,0,0,1.0,0.0,1,0,3,1,4,6,7,0,0,Detchd,1963.0,Unf,1.0,264.0,3,3,Y,0,132,0,0,0,0,0,0,N_A,0,3,2007,WD ,Normal
467,1260,181900,20,RL,68.51605288007555,10825,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1983,1983,Gable,CompShg,WdShing,Plywood,BrkFace,174.0,4,3,CBlock,4,3,2,6,747.0,1,0.0,513.0,1260.0,GasA,2,Y,SBrkr,1260,0,0,1.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,1983.0,Unf,2.0,598.0,3,3,Y,152,0,0,0,0,0,0,0,N_A,0,7,2008,WD ,Normal
468,1884,387000,20,RL,53.0,15401,Pave,N_A,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,296.0,5,3,PConc,5,3,4,6,1337.0,1,0.0,547.0,1884.0,GasA,4,Y,SBrkr,1884,0,0,1.0,0.0,2,0,2,1,5,7,7,1,4,Attchd,2004.0,Fin,3.0,670.0,3,3,Y,214,76,0,0,0,0,0,0,N_A,0,9,2008,WD ,Normal
469,2295,268000,60,RL,68.51605288007555,13346,Pave,N_A,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,6,728.0,1,0.0,367.0,1095.0,GasA,4,Y,SBrkr,1166,1129,0,1.0,0.0,2,1,4,1,4,9,7,1,3,Attchd,1992.0,RFn,2.0,590.0,3,3,Y,0,40,0,0,0,0,0,0,N_A,0,7,2006,WD ,Normal
470,2358,122000,70,RM,50.0,5250,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,2,1,2,259.0,1,0.0,425.0,684.0,OthW,1,N,SBrkr,938,1215,205,0.0,0.0,2,0,4,1,3,8,7,0,0,N_A,0.0,N_A,0.0,0.0,0,0,Y,0,54,20,0,0,0,0,0,N_A,0,12,2008,WD ,Normal
471,1344,97000,160,RM,21.0,1533,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,6,1970,2008,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,546.0,546.0,GasA,2,Y,SBrkr,798,546,0,0.0,0.0,1,1,3,1,3,6,7,1,3,N_A,0.0,N_A,0.0,0.0,0,0,Y,0,0,0,0,0,0,0,0,N_A,0,5,2009,WD ,Normal
472,2183,229000,50,RL,68.51605288007555,13837,Pave,N_A,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,4,4,PConc,4,4,1,6,1002.0,2,202.0,0.0,1204.0,GasA,3,Y,SBrkr,1377,806,0,0.0,0.0,2,1,4,1,4,9,7,0,0,Attchd,1988.0,Unf,3.0,786.0,3,3,Y,0,0,0,0,0,0,0,0,N_A,0,2,2006,WD ,Normal
473,2450,340000,60,RL,68.51605288007555,16545,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,731.0,4,3,PConc,4,3,2,6,781.0,1,0.0,503.0,1284.0,GasA,4,Y,SBrkr,1310,1140,0,1.0,0.0,2,1,3,1,4,7,7,1,3,Attchd,1998.0,Fin,3.0,1069.0,3,3,Y,0,126,0,0,0,0,0,0,N_A,0,5,2009,WD ,Normal
474,912,115000,20,RL,66.0,7800,Pave,N_A,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,312.0,2,600.0,0.0,912.0,GasA,2,Y,SBrkr,912,0,0,0.0,0.0,1,0,2,1,3,5,7,0,0,Attchd,1964.0,Unf,1.0,288.0,3,3,Y,0,0,0,0,0,0,0,0,N_A,0,11,2006,WD ,Abnorml
475,1656,135000,50,RL,60.0,10410,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,1,1,0.0,1,0.0,660.0,660.0,GasA,4,Y,SBrkr,808,704,144,0.0,0.0,2,1,3,1,3,8,5,0,0,Detchd,1916.0,Unf,1.0,180.0,2,2,N,0,0,0,140,0,0,0,3,N_A,0,8,2009,WD ,Normal
476,1352,149000,60,RL,60.0,10800,Pave,N_A,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0.0,676.0,676.0,GasA,4,Y,SBrkr,676,676,0,0.0,1.0,2,0,4,1,4,7,7,0,0,Detchd,1939.0,Unf,2.0,720.0,3,3,Y,187,0,128,0,0,0,0,0,N_A,0,8,2009,WD ,Normal
477,1803,285000,20,RL,76.0,9892,Pave,N_A,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,4,4,6,1341.0,2,284.0,54.0,1679.0,GasA,4,Y,SBrkr,1803,0,0,1.0,1.0,2,1,3,1,4,6,7,2,3,Attchd,1994.0,Unf,2.0,482.0,3,3,Y,129,64,222,0,0,0,0,2,N_A,0,2,2010,WD ,Normal
